,topic,model,group,npmiscore
3064,Christians,Category-Level Topics,34.0,0.07824
3065,Christians,Category-Level Topics,35.0,0.03535
3066,Christians,Category-Level Topics,36.0,0.06999
3067,Christians,Category-Level Topics,37.0,0.08035
3068,Christians,Category-Level Topics,38.0,0.01947
3069,Christians,Category-Level Topics,39.0,0.1165
3070,Christians,Category-Level Topics,40.0,0.04842
3071,Christians,Category-Level Topics,41.0,-0.01178
3072,Christians,Category-Level Topics,42.0,-0.0036
3073,Christians,Category-Level Topics,43.0,-0.01693
3074,Christians,Category-Level Topics,44.0,0.05378
3075,Christians,Category-Level Topics,45.0,0.0354
3076,Christians,Category-Level Topics,46.0,0.01559
3077,Christians,Category-Level Topics,47.0,0.01496
3078,Christians,Category-Level Topics,48.0,0.01919
3079,Christians,Category-Level Topics,49.0,0.03481
3080,Christians,Category-Level Topics,50.0,0.0352
3081,Christians,Category-Level Topics,51.0,-0.00769
3082,Christians,Category-Level Topics,52.0,0.06882
3083,Christians,Category-Level Topics,53.0,0.03108
3084,Christians,Category-Level Topics,54.0,-0.00372
3085,Christians,Category-Level Topics,55.0,0.02806
3086,Christians,Category-Level Topics,56.0,0.03996
3087,Christians,Category-Level Topics,57.0,0.03229
3088,Christians,Category-Level Topics,58.0,0.01955
3089,Christians,Category-Level Topics,59.0,0.05037
3090,Christians,Category-Level Topics,60.0,0.02626
3091,Christians,Category-Level Topics,61.0,0.04674
3092,Christians,Category-Level Topics,62.0,0.02726
3093,Christians,Category-Level Topics,63.0,0.00324
3094,Christians,Category-Level Topics,64.0,0.07949
3095,Christians,Category-Level Topics,65.0,0.00279
3096,Christians,Category-Level Topics,66.0,-0.05813
3097,Christians,Category-Level Topics,67.0,0.03622
3098,Christians,Category-Level Topics,68.0,0.03765
3099,Christians,Category-Level Topics,69.0,0.06287
3100,Christians,Category-Level Topics,70.0,0.04575
3101,Christians,Category-Level Topics,71.0,-0.03689
3102,Christians,Category-Level Topics,72.0,0.01471
3103,Christians,Category-Level Topics,73.0,-0.03376
3104,Christians,Category-Level Topics,74.0,-0.00486
3105,Christians,Category-Level Topics,75.0,-0.01755
3106,Christians,Category-Level Topics,76.0,-0.026
3107,Christians,Category-Level Topics,77.0,0.00031
3108,Christians,Category-Level Topics,78.0,0.073
3109,Christians,Category-Level Topics,79.0,-0.001
3110,Christians,Category-Level Topics,80.0,0.00073
3111,Christians,Category-Level Topics,81.0,0.03153
3112,Christians,Category-Level Topics,82.0,-0.05838
3113,Christians,Category-Level Topics,83.0,0.0715
3114,Christians,Category-Level Topics,84.0,-0.02398
3115,Christians,Category-Level Topics,85.0,-0.00719
3116,Christians,Category-Level Topics,86.0,0.04808
3117,Christians,Category-Level Topics,87.0,-0.06222
3118,Christians,Category-Level Topics,88.0,0.0091
3119,Christians,Category-Level Topics,89.0,0.03082
3120,Christians,Category-Level Topics,90.0,0.04085
3121,Christians,Category-Level Topics,91.0,-0.00783
3122,Christians,Category-Level Topics,92.0,0.03659
3123,Christians,Category-Level Topics,93.0,-0.08016
3124,Christians,Category-Level Topics,94.0,0.01084
3125,Christians,Category-Level Topics,95.0,0.03538
3126,Christians,Category-Level Topics,96.0,-0.0176
3127,Christians,Category-Level Topics,97.0,-0.05443
3128,Christians,Category-Level Topics,98.0,-0.0445
3129,Christians,Category-Level Topics,99.0,-0.00271
3130,Christians,Category-Level Topics,100.0,0.02512
3131,Harry,Category-Level Topics,0.0,0.24554
3132,Harry,Category-Level Topics,1.0,0.16817
3133,Harry,Category-Level Topics,2.0,0.17032
3134,Harry,Category-Level Topics,3.0,0.14235
3135,Harry,Category-Level Topics,4.0,0.12247
3136,Harry,Category-Level Topics,5.0,0.10379
3137,Harry,Category-Level Topics,6.0,0.09361
3138,Harry,Category-Level Topics,7.0,0.10491
3139,Harry,Category-Level Topics,8.0,0.02248
3140,Harry,Category-Level Topics,9.0,0.00626
3141,Harry,Category-Level Topics,10.0,-0.00672
3142,Harry,Category-Level Topics,11.0,0.047
3143,Harry,Category-Level Topics,12.0,0.14574
3144,Harry,Category-Level Topics,13.0,0.03376
3145,Harry,Category-Level Topics,14.0,0.02039
3146,Harry,Category-Level Topics,15.0,-0.02783
3147,Harry,Category-Level Topics,16.0,0.01075
3148,Harry,Category-Level Topics,17.0,0.01648
3149,Harry,Category-Level Topics,18.0,0.05236
3150,Harry,Category-Level Topics,19.0,0.02976
3151,Harry,Category-Level Topics,20.0,0.05517
3152,Harry,Category-Level Topics,21.0,0.09837
3153,Harry,Category-Level Topics,22.0,-0.00045
3154,Harry,Category-Level Topics,23.0,-0.03835
3155,Harry,Category-Level Topics,24.0,0.02101
3156,Harry,Category-Level Topics,25.0,0.05292
3157,Harry,Category-Level Topics,26.0,-0.02396
3158,Harry,Category-Level Topics,27.0,0.02366
3159,Harry,Category-Level Topics,28.0,0.01354
3160,Harry,Category-Level Topics,29.0,0.09858
3161,Harry,Category-Level Topics,30.0,-0.01178
3162,Harry,Category-Level Topics,31.0,-0.0213
3163,Harry,Category-Level Topics,32.0,-0.05866
3164,Harry,Category-Level Topics,33.0,-0.0086
3165,Harry,Category-Level Topics,34.0,-0.01239
3166,Harry,Category-Level Topics,35.0,-0.01471
3167,Harry,Category-Level Topics,36.0,-0.05377
3168,Harry,Category-Level Topics,37.0,0.01898
3169,Harry,Category-Level Topics,38.0,-0.01624
3170,Harry,Category-Level Topics,39.0,-0.05261
3171,Harry,Category-Level Topics,40.0,0.06139
3172,Harry,Category-Level Topics,41.0,0.0141
3173,Harry,Category-Level Topics,42.0,0.01335
3174,Harry,Category-Level Topics,43.0,-0.00891
3175,Harry,Category-Level Topics,44.0,-0.08647
3176,Harry,Category-Level Topics,45.0,0.00498
3177,Harry,Category-Level Topics,46.0,-0.06088
3178,Harry,Category-Level Topics,47.0,0.01814
3179,Harry,Category-Level Topics,48.0,-0.00426
3180,Harry,Category-Level Topics,49.0,-0.00645
3181,Harry,Category-Level Topics,50.0,0.01978
3182,Harry,Category-Level Topics,51.0,0.05402
3183,Harry,Category-Level Topics,52.0,-0.06531
3184,Harry,Category-Level Topics,53.0,-0.03499
3185,Harry,Category-Level Topics,54.0,-0.0202
3186,Harry,Category-Level Topics,55.0,-0.03468
3187,Harry,Category-Level Topics,56.0,-0.03373
3188,Harry,Category-Level Topics,57.0,-0.02692
3189,Harry,Category-Level Topics,58.0,-0.07391
3190,Harry,Category-Level Topics,59.0,-0.04876
3191,Harry,Category-Level Topics,60.0,-0.02414
3192,Harry,Category-Level Topics,61.0,0.03818
3193,Harry,Category-Level Topics,62.0,0.01825
3194,Harry,Category-Level Topics,63.0,0.00659
3195,Harry,Category-Level Topics,64.0,-0.06546
3196,Harry,Category-Level Topics,65.0,-0.05792
3197,Harry,Category-Level Topics,66.0,-0.0005
3198,Harry,Category-Level Topics,67.0,0.06464
3199,Harry,Category-Level Topics,68.0,0.03506
3200,Harry,Category-Level Topics,69.0,0.01835
3201,Harry,Category-Level Topics,70.0,0.02389
3202,Harry,Category-Level Topics,71.0,-0.00725
3203,Harry,Category-Level Topics,72.0,-0.03661
3204,Harry,Category-Level Topics,73.0,-0.02475
3205,Harry,Category-Level Topics,74.0,0.03649
3206,Harry,Category-Level Topics,75.0,0.01418
3207,Harry,Category-Level Topics,76.0,-0.03815
3208,Harry,Category-Level Topics,77.0,0.00891
3209,Harry,Category-Level Topics,78.0,-0.01007
3210,Harry,Category-Level Topics,79.0,0.05093
3211,Harry,Category-Level Topics,80.0,-0.02335
3212,Harry,Category-Level Topics,81.0,0.02545
3213,Harry,Category-Level Topics,82.0,0.03587
3214,Harry,Category-Level Topics,83.0,0.04566
3215,Harry,Category-Level Topics,84.0,-0.00953
3216,Harry,Category-Level Topics,85.0,-0.01468
3217,Harry,Category-Level Topics,86.0,0.05841
3218,Harry,Category-Level Topics,87.0,-0.05806
3219,Harry,Category-Level Topics,88.0,0.03997
3220,Harry,Category-Level Topics,89.0,0.0292
3221,Harry,Category-Level Topics,90.0,0.0116
3222,Harry,Category-Level Topics,91.0,-0.00127
3223,Harry,Category-Level Topics,92.0,-0.02506
3224,Harry,Category-Level Topics,93.0,0.04487
3225,Harry,Category-Level Topics,94.0,-0.03195
3226,Harry,Category-Level Topics,95.0,-0.01909
3227,Harry,Category-Level Topics,96.0,0.04217
3228,Harry,Category-Level Topics,97.0,-0.051
3229,Harry,Category-Level Topics,98.0,-0.02049
3230,Harry,Category-Level Topics,99.0,-0.0698
3231,Harry,Category-Level Topics,100.0,0.00736
3232,Beverages,Category-Level Topics,0.0,0.15111
3233,Beverages,Category-Level Topics,1.0,0.11551
3234,Beverages,Category-Level Topics,2.0,-0.02897
3235,Beverages,Category-Level Topics,3.0,0.01769
3236,Beverages,Category-Level Topics,4.0,0.0394
3237,Beverages,Category-Level Topics,5.0,-0.00256
3238,Beverages,Category-Level Topics,6.0,0.01245
3239,Beverages,Category-Level Topics,7.0,0.05795
3240,Beverages,Category-Level Topics,8.0,0.02904
3241,Beverages,Category-Level Topics,9.0,0.00606
3242,Beverages,Category-Level Topics,10.0,0.01065
3243,Beverages,Category-Level Topics,11.0,-0.04309
3244,Beverages,Category-Level Topics,12.0,-0.05856
3245,Beverages,Category-Level Topics,13.0,0.02563
3246,Beverages,Category-Level Topics,14.0,-0.01023
3247,Beverages,Category-Level Topics,15.0,0.03942
3248,Beverages,Category-Level Topics,16.0,0.00919
3249,Beverages,Category-Level Topics,17.0,-0.07345
3250,Beverages,Category-Level Topics,18.0,0.05237
3251,Beverages,Category-Level Topics,19.0,-0.0144
3252,Beverages,Category-Level Topics,20.0,-0.06246
3253,Beverages,Category-Level Topics,21.0,-0.02607
3254,Beverages,Category-Level Topics,22.0,-0.02543
3255,Beverages,Category-Level Topics,23.0,-0.03885
3256,Beverages,Category-Level Topics,24.0,-0.10826
3257,Beverages,Category-Level Topics,25.0,0.07797
3258,Beverages,Category-Level Topics,26.0,-0.06486
3259,Beverages,Category-Level Topics,27.0,-0.0941
3260,Beverages,Category-Level Topics,28.0,-0.04565
3261,Beverages,Category-Level Topics,29.0,-0.07215
3262,Beverages,Category-Level Topics,30.0,-0.0144
3263,Beverages,Category-Level Topics,31.0,-0.04599
3264,Beverages,Category-Level Topics,32.0,-0.04074
3265,Beverages,Category-Level Topics,33.0,-0.0642
3266,Beverages,Category-Level Topics,34.0,-0.04572
3267,Beverages,Category-Level Topics,35.0,-0.04344
3268,Beverages,Category-Level Topics,36.0,-0.04463
3269,Beverages,Category-Level Topics,37.0,-0.05008
3270,Beverages,Category-Level Topics,38.0,-0.04521
3271,Beverages,Category-Level Topics,39.0,-0.10449
3272,Beverages,Category-Level Topics,40.0,-0.02077
3273,Beverages,Category-Level Topics,41.0,-0.06524
3274,Beverages,Category-Level Topics,42.0,-0.00803
3275,Beverages,Category-Level Topics,43.0,-0.04134
3276,Beverages,Category-Level Topics,44.0,-0.06076
3277,Beverages,Category-Level Topics,45.0,-0.02513
3278,Beverages,Category-Level Topics,46.0,-0.09589
3279,Beverages,Category-Level Topics,47.0,-0.06758
3280,Beverages,Category-Level Topics,48.0,-0.08115
3281,Beverages,Category-Level Topics,49.0,-0.07774
3282,Beverages,Category-Level Topics,50.0,-0.11071
3283,Beverages,Category-Level Topics,51.0,-0.09376
3284,Beverages,Category-Level Topics,52.0,-0.03641
3285,Beverages,Category-Level Topics,53.0,-0.10511
3286,Beverages,Category-Level Topics,54.0,-0.06776
3287,Beverages,Category-Level Topics,55.0,0.00168
3288,Beverages,Category-Level Topics,56.0,-0.07044
3289,Beverages,Category-Level Topics,57.0,-0.07188
3290,Beverages,Category-Level Topics,58.0,-0.07743
3291,Beverages,Category-Level Topics,59.0,-0.05489
3292,Beverages,Category-Level Topics,60.0,-0.0483
3293,Beverages,Category-Level Topics,61.0,-0.16929
3294,Beverages,Category-Level Topics,62.0,-0.06749
3295,Beverages,Category-Level Topics,63.0,0.01237
3296,Beverages,Category-Level Topics,64.0,-0.12586
3297,Beverages,Category-Level Topics,65.0,-0.07205
3298,Beverages,Category-Level Topics,66.0,-0.02167
3299,Beverages,Category-Level Topics,67.0,-0.03906
3300,Beverages,Category-Level Topics,68.0,-0.07776
3301,Beverages,Category-Level Topics,69.0,-0.08509
3302,Beverages,Category-Level Topics,70.0,-0.06249
3303,Beverages,Category-Level Topics,71.0,-0.05277
3304,Beverages,Category-Level Topics,72.0,-0.02278
3305,Beverages,Category-Level Topics,73.0,-0.03341
3306,Beverages,Category-Level Topics,74.0,-0.06659
3307,Beverages,Category-Level Topics,75.0,-0.05463
3308,Beverages,Category-Level Topics,76.0,-0.07485
3309,Beverages,Category-Level Topics,77.0,-0.05638
3310,Beverages,Category-Level Topics,78.0,-0.03539
3311,Beverages,Category-Level Topics,79.0,-0.04838
3312,Beverages,Category-Level Topics,80.0,-0.08488
3313,Beverages,Category-Level Topics,81.0,-0.07352
3314,Beverages,Category-Level Topics,82.0,-0.05114
3315,Beverages,Category-Level Topics,83.0,-0.06216
3316,Beverages,Category-Level Topics,84.0,-0.01867
3317,Beverages,Category-Level Topics,85.0,-0.05767
3318,Beverages,Category-Level Topics,86.0,-0.12213
3319,Beverages,Category-Level Topics,87.0,-0.12516
3320,Beverages,Category-Level Topics,88.0,-0.05808
3321,Beverages,Category-Level Topics,89.0,-0.04231
3322,Beverages,Category-Level Topics,90.0,-0.06017
3323,Beverages,Category-Level Topics,91.0,-0.11584
3324,Beverages,Category-Level Topics,92.0,-0.0876
3325,Beverages,Category-Level Topics,93.0,-0.06645
3326,Beverages,Category-Level Topics,94.0,-0.0813
3327,Beverages,Category-Level Topics,95.0,-0.05818
3328,Beverages,Category-Level Topics,96.0,-0.06123
3329,Beverages,Category-Level Topics,97.0,-0.07571
3330,Beverages,Category-Level Topics,98.0,-0.06544
3331,Beverages,Category-Level Topics,99.0,-0.13383
3332,Beverages,Category-Level Topics,100.0,-0.06877
3333,Foods,Category-Level Topics,0.0,0.18347
3334,Foods,Category-Level Topics,1.0,0.18793
3335,Foods,Category-Level Topics,2.0,0.24348
3336,Foods,Category-Level Topics,3.0,0.28473
3337,Foods,Category-Level Topics,4.0,0.26077
3338,Foods,Category-Level Topics,5.0,0.15448
3339,Foods,Category-Level Topics,6.0,0.10099
3340,Foods,Category-Level Topics,7.0,0.1242
3341,Foods,Category-Level Topics,8.0,0.13607
3342,Foods,Category-Level Topics,9.0,0.17347
3343,Foods,Category-Level Topics,10.0,0.22355
3344,Foods,Category-Level Topics,11.0,0.10998
3345,Foods,Category-Level Topics,12.0,0.14202
3346,Foods,Category-Level Topics,13.0,0.23739
3347,Foods,Category-Level Topics,14.0,0.12173
3348,Foods,Category-Level Topics,15.0,0.11195
3349,Foods,Category-Level Topics,16.0,0.09976
3350,Foods,Category-Level Topics,17.0,0.10997
3351,Foods,Category-Level Topics,18.0,0.13661
3352,Foods,Category-Level Topics,19.0,0.08416
3353,Foods,Category-Level Topics,20.0,0.11381
3354,Foods,Category-Level Topics,21.0,0.03083
3355,Foods,Category-Level Topics,22.0,0.20612
3356,Foods,Category-Level Topics,23.0,0.09725
3357,Foods,Category-Level Topics,24.0,0.07247
3358,Foods,Category-Level Topics,25.0,0.07044
3359,Foods,Category-Level Topics,26.0,0.18403
3360,Foods,Category-Level Topics,27.0,0.08159
3361,Foods,Category-Level Topics,28.0,0.15647
3362,Foods,Category-Level Topics,29.0,0.00777
3363,Foods,Category-Level Topics,30.0,0.06667
3364,Foods,Category-Level Topics,31.0,0.06732
3365,Foods,Category-Level Topics,32.0,0.03855
3366,Foods,Category-Level Topics,33.0,0.05302
3367,Foods,Category-Level Topics,34.0,0.13083
3368,Foods,Category-Level Topics,35.0,0.04868
3369,Foods,Category-Level Topics,36.0,0.07363
3370,Foods,Category-Level Topics,37.0,0.16436
3371,Foods,Category-Level Topics,38.0,0.11397
3372,Foods,Category-Level Topics,39.0,-0.02804
3373,Foods,Category-Level Topics,40.0,0.08614
3374,Foods,Category-Level Topics,41.0,0.06106
3375,Foods,Category-Level Topics,42.0,0.08521
3376,Foods,Category-Level Topics,43.0,0.10692
3377,Foods,Category-Level Topics,44.0,0.10511
3378,Foods,Category-Level Topics,45.0,0.04379
3379,Foods,Category-Level Topics,46.0,0.10988
3380,Foods,Category-Level Topics,47.0,0.08018
3381,Foods,Category-Level Topics,48.0,0.06485
3382,Foods,Category-Level Topics,49.0,0.09571
3383,Foods,Category-Level Topics,50.0,0.01251
3384,Foods,Category-Level Topics,51.0,0.08279
3385,Foods,Category-Level Topics,52.0,0.10007
3386,Foods,Category-Level Topics,53.0,0.06528
3387,Foods,Category-Level Topics,54.0,0.02215
3388,Foods,Category-Level Topics,55.0,0.07526
3389,Foods,Category-Level Topics,56.0,0.0705
3390,Foods,Category-Level Topics,57.0,0.04061
3391,Foods,Category-Level Topics,58.0,0.02589
3392,Foods,Category-Level Topics,59.0,0.06322
3393,Foods,Category-Level Topics,60.0,0.09619
3394,Foods,Category-Level Topics,61.0,0.08383
3395,Foods,Category-Level Topics,62.0,0.00333
3396,Foods,Category-Level Topics,63.0,0.10851
3397,Foods,Category-Level Topics,64.0,0.0967
3398,Foods,Category-Level Topics,65.0,0.13283
3399,Foods,Category-Level Topics,66.0,0.04698
3400,Foods,Category-Level Topics,67.0,0.12887
3401,Foods,Category-Level Topics,68.0,0.06449
3402,Foods,Category-Level Topics,69.0,0.04822
3403,Foods,Category-Level Topics,70.0,0.03791
3404,Foods,Category-Level Topics,71.0,0.07419
3405,Foods,Category-Level Topics,72.0,0.09426
3406,Foods,Category-Level Topics,73.0,0.00412
3407,Foods,Category-Level Topics,74.0,0.00332
3408,Foods,Category-Level Topics,75.0,0.04584
3409,Foods,Category-Level Topics,76.0,-0.02452
3410,Foods,Category-Level Topics,77.0,0.01939
3411,Foods,Category-Level Topics,78.0,-0.01149
3412,Foods,Category-Level Topics,79.0,0.04681
3413,Foods,Category-Level Topics,80.0,0.01808
3414,Foods,Category-Level Topics,81.0,-0.03447
3415,Foods,Category-Level Topics,82.0,0.0561
3416,Foods,Category-Level Topics,83.0,0.04616
3417,Foods,Category-Level Topics,84.0,0.01855
3418,Foods,Category-Level Topics,85.0,0.03248
3419,Foods,Category-Level Topics,86.0,0.08501
3420,Foods,Category-Level Topics,87.0,0.00619
3421,Foods,Category-Level Topics,88.0,0.01312
3422,Foods,Category-Level Topics,89.0,-0.02367
3423,Foods,Category-Level Topics,90.0,-0.03275
3424,Foods,Category-Level Topics,91.0,0.00787
3425,Foods,Category-Level Topics,92.0,0.04922
3426,Foods,Category-Level Topics,93.0,-0.0291
3427,Foods,Category-Level Topics,94.0,-0.01239
3428,Foods,Category-Level Topics,95.0,-0.05375
3429,Foods,Category-Level Topics,96.0,0.04591
3430,Foods,Category-Level Topics,97.0,0.10858
3431,Foods,Category-Level Topics,98.0,0.00984
3432,Foods,Category-Level Topics,99.0,0.08499
3433,Foods,Category-Level Topics,100.0,0.05849
3434,Law,Category-Level Topics,0.0,0.13445
3435,Law,Category-Level Topics,1.0,0.12486
3436,Law,Category-Level Topics,2.0,0.0937
3437,Law,Category-Level Topics,3.0,0.10087
3438,Law,Category-Level Topics,4.0,0.1114
3439,Law,Category-Level Topics,5.0,0.05387
3440,Law,Category-Level Topics,6.0,0.13002
3441,Law,Category-Level Topics,7.0,0.03766
3442,Law,Category-Level Topics,8.0,0.06251
3443,Law,Category-Level Topics,9.0,0.09365
3444,Law,Category-Level Topics,10.0,0.00727
3445,Law,Category-Level Topics,11.0,0.01582
3446,Law,Category-Level Topics,12.0,0.03925
3447,Law,Category-Level Topics,13.0,0.03924
3448,Law,Category-Level Topics,14.0,0.08057
3449,Law,Category-Level Topics,15.0,0.02698
3450,Law,Category-Level Topics,16.0,0.06197
3451,Law,Category-Level Topics,17.0,0.02072
3452,Law,Category-Level Topics,18.0,0.06877
3453,Law,Category-Level Topics,19.0,-0.01434
3454,Law,Category-Level Topics,20.0,0.03387
3455,Law,Category-Level Topics,21.0,0.01117
3456,Law,Category-Level Topics,22.0,0.0103
3457,Law,Category-Level Topics,23.0,0.01144
3458,Law,Category-Level Topics,24.0,0.05146
3459,Law,Category-Level Topics,25.0,-0.03237
3460,Law,Category-Level Topics,26.0,0.03392
3461,Law,Category-Level Topics,27.0,0.04377
3462,Law,Category-Level Topics,28.0,0.04519
3463,Law,Category-Level Topics,29.0,-0.05903
3464,Law,Category-Level Topics,30.0,0.08335
3465,Law,Category-Level Topics,31.0,0.01928
3466,Law,Category-Level Topics,32.0,0.03517
3467,Law,Category-Level Topics,33.0,0.04119
3468,Law,Category-Level Topics,34.0,0.05216
3469,Law,Category-Level Topics,35.0,-0.00252
3470,Law,Category-Level Topics,36.0,0.07065
3471,Law,Category-Level Topics,37.0,-0.01304
3472,Law,Category-Level Topics,38.0,-0.01057
3473,Law,Category-Level Topics,39.0,0.09084
3474,Law,Category-Level Topics,40.0,0.04493
3475,Law,Category-Level Topics,41.0,0.06347
3476,Law,Category-Level Topics,42.0,-0.0166
3477,Law,Category-Level Topics,43.0,0.06361
3478,Law,Category-Level Topics,44.0,0.06427
3479,Law,Category-Level Topics,45.0,0.04821
3480,Law,Category-Level Topics,46.0,0.04052
3481,Law,Category-Level Topics,47.0,0.01542
3482,Law,Category-Level Topics,48.0,-0.01002
3483,Law,Category-Level Topics,49.0,0.02185
3484,Law,Category-Level Topics,50.0,-0.05593
3485,Law,Category-Level Topics,51.0,0.01799
3486,Law,Category-Level Topics,52.0,-0.02453
3487,Law,Category-Level Topics,53.0,0.07398
3488,Law,Category-Level Topics,54.0,0.031
3489,Law,Category-Level Topics,55.0,0.08131
3490,Law,Category-Level Topics,56.0,0.0296
3491,Law,Category-Level Topics,57.0,0.05354
3492,Law,Category-Level Topics,58.0,0.02204
3493,Law,Category-Level Topics,59.0,0.03255
3494,Law,Category-Level Topics,60.0,-0.008
3495,Law,Category-Level Topics,61.0,-0.01391
3496,Law,Category-Level Topics,62.0,0.05486
3497,Law,Category-Level Topics,63.0,0.04958
3498,Law,Category-Level Topics,64.0,0.05149
3499,Law,Category-Level Topics,65.0,0.04283
3500,Law,Category-Level Topics,66.0,0.0168
3501,Law,Category-Level Topics,67.0,-0.00274
3502,Law,Category-Level Topics,68.0,0.07297
3503,Law,Category-Level Topics,69.0,0.05221
3504,Law,Category-Level Topics,70.0,0.00042
3505,Law,Category-Level Topics,71.0,0.028
3506,Law,Category-Level Topics,72.0,-0.02636
3507,Law,Category-Level Topics,73.0,-0.04164
3508,Law,Category-Level Topics,74.0,0.02131
3509,Law,Category-Level Topics,75.0,0.04299
3510,Law,Category-Level Topics,76.0,0.07638
3511,Law,Category-Level Topics,77.0,0.05634
3512,Law,Category-Level Topics,78.0,0.01209
3513,Law,Category-Level Topics,79.0,-0.02194
3514,Law,Category-Level Topics,80.0,-0.01933
3515,Law,Category-Level Topics,81.0,0.02948
3516,Law,Category-Level Topics,82.0,-0.04778
3517,Law,Category-Level Topics,83.0,0.0475
3518,Law,Category-Level Topics,84.0,0.05219
3519,Law,Category-Level Topics,85.0,0.00816
3520,Law,Category-Level Topics,86.0,-0.01471
3521,Law,Category-Level Topics,87.0,-0.06626
3522,Law,Category-Level Topics,88.0,0.00722
3523,Law,Category-Level Topics,89.0,0.06435
3524,Law,Category-Level Topics,90.0,-0.00571
3525,Law,Category-Level Topics,91.0,0.00331
3526,Law,Category-Level Topics,92.0,0.00546
3527,Law,Category-Level Topics,93.0,0.04663
3528,Law,Category-Level Topics,94.0,0.00185
3529,Law,Category-Level Topics,95.0,0.02329
3530,Law,Category-Level Topics,96.0,0.03109
3531,Law,Category-Level Topics,97.0,0.03818
3532,Law,Category-Level Topics,98.0,-0.02489
3533,Law,Category-Level Topics,99.0,0.03034
3534,Law,Category-Level Topics,100.0,0.01759
3535,Mathematics,Category-Level Topics,0.0,0.26928
3536,Mathematics,Category-Level Topics,1.0,0.05033
3537,Mathematics,Category-Level Topics,2.0,0.22927
3538,Mathematics,Category-Level Topics,3.0,0.21243
3539,Mathematics,Category-Level Topics,4.0,0.13888
3540,Mathematics,Category-Level Topics,5.0,0.12632
3541,Mathematics,Category-Level Topics,6.0,0.13225
3542,Mathematics,Category-Level Topics,7.0,0.21731
3543,Mathematics,Category-Level Topics,8.0,0.0559
3544,Mathematics,Category-Level Topics,9.0,0.18284
3545,Mathematics,Category-Level Topics,10.0,0.19924
3546,Mathematics,Category-Level Topics,11.0,0.13929
3547,Mathematics,Category-Level Topics,12.0,0.11676
3548,Mathematics,Category-Level Topics,13.0,0.11103
3549,Mathematics,Category-Level Topics,14.0,0.10452
3550,Mathematics,Category-Level Topics,15.0,0.09965
3551,Mathematics,Category-Level Topics,16.0,0.11316
3552,Mathematics,Category-Level Topics,17.0,0.09541
3553,Mathematics,Category-Level Topics,18.0,0.18711
3554,Mathematics,Category-Level Topics,19.0,0.03888
3555,Mathematics,Category-Level Topics,20.0,0.15591
3556,Mathematics,Category-Level Topics,21.0,0.16555
3557,Mathematics,Category-Level Topics,22.0,0.17566
3558,Mathematics,Category-Level Topics,23.0,0.10604
3559,Mathematics,Category-Level Topics,24.0,0.13047
3560,Mathematics,Category-Level Topics,25.0,0.12584
3561,Mathematics,Category-Level Topics,26.0,0.13056
3562,Mathematics,Category-Level Topics,27.0,0.11321
3563,Mathematics,Category-Level Topics,28.0,0.16629
3564,Mathematics,Category-Level Topics,29.0,0.11268
3565,Mathematics,Category-Level Topics,30.0,0.00574
3566,Mathematics,Category-Level Topics,31.0,0.05729
3567,Mathematics,Category-Level Topics,32.0,0.06304
3568,Mathematics,Category-Level Topics,33.0,0.13898
3569,Mathematics,Category-Level Topics,34.0,0.11365
3570,Mathematics,Category-Level Topics,35.0,0.10572
3571,Mathematics,Category-Level Topics,36.0,0.07849
3572,Mathematics,Category-Level Topics,37.0,0.12733
3573,Mathematics,Category-Level Topics,38.0,0.15202
3574,Mathematics,Category-Level Topics,39.0,0.08417
3575,Mathematics,Category-Level Topics,40.0,0.08485
3576,Mathematics,Category-Level Topics,41.0,0.06006
3577,Mathematics,Category-Level Topics,42.0,0.11727
3578,Mathematics,Category-Level Topics,43.0,0.00979
3579,Mathematics,Category-Level Topics,44.0,0.06318
3580,Mathematics,Category-Level Topics,45.0,0.14691
3581,Mathematics,Category-Level Topics,46.0,0.04616
3582,Mathematics,Category-Level Topics,47.0,0.01083
3583,Mathematics,Category-Level Topics,48.0,0.07156
3584,Mathematics,Category-Level Topics,49.0,0.04995
3585,Mathematics,Category-Level Topics,50.0,0.014
3586,Mathematics,Category-Level Topics,51.0,0.13556
3587,Mathematics,Category-Level Topics,52.0,0.02468
3588,Mathematics,Category-Level Topics,53.0,0.10613
3589,Mathematics,Category-Level Topics,54.0,0.10029
3590,Mathematics,Category-Level Topics,55.0,0.05426
3591,Mathematics,Category-Level Topics,56.0,0.03489
3592,Mathematics,Category-Level Topics,57.0,0.09124
3593,Mathematics,Category-Level Topics,58.0,0.02431
3594,Mathematics,Category-Level Topics,59.0,0.10006
3595,Mathematics,Category-Level Topics,60.0,0.03776
3596,Mathematics,Category-Level Topics,61.0,0.09799
3597,Mathematics,Category-Level Topics,62.0,0.04377
3598,Mathematics,Category-Level Topics,63.0,0.15196
3599,Mathematics,Category-Level Topics,64.0,0.11299
3600,Mathematics,Category-Level Topics,65.0,0.09832
3601,Mathematics,Category-Level Topics,66.0,0.11172
3602,Mathematics,Category-Level Topics,67.0,0.0964
3603,Mathematics,Category-Level Topics,68.0,0.13208
3604,Mathematics,Category-Level Topics,69.0,0.09846
3605,Mathematics,Category-Level Topics,70.0,0.08213
3606,Mathematics,Category-Level Topics,71.0,0.11345
3607,Mathematics,Category-Level Topics,72.0,0.01997
3608,Mathematics,Category-Level Topics,73.0,0.06974
3609,Mathematics,Category-Level Topics,74.0,0.12364
